1.5345,0.3115,1.2984
1.5271,0.32212,1.2894
1.5164,0.31325,1.2887
1.5211,0.32298,1.2935
1.518,0.33254,1.3063
1.5189,0.32982,1.2995
1.5171,0.32362,1.2875
1.5146,0.33649,1.2773
1.5023,0.33684,1.2833
1.5051,0.34697,1.2733
1.4945,0.37507,1.2624
1.4737,0.38655,1.2523
1.4627,0.39646,1.252
1.4572,0.39896,1.2382
1.4496,0.42003,1.2309
1.4352,0.41662,1.2233
1.4336,0.41301,1.21
1.4295,0.4155,1.2172
1.4314,0.42371,1.2128
1.4253,0.44143,1.2026
1.4118,0.42736,1.1865
1.4119,0.44656,1.1862
1.4022,0.45123,1.1836
1.3988,0.4533,1.1651
1.3899,0.46091,1.1637
1.3857,0.45696,1.1432
1.379,0.45886,1.1168
1.3671,0.45006,1.1113
1.3688,0.44242,1.0962
1.3657,0.44005,1.0618
1.352,0.43273,1.0524
1.3511,0.4284,1.0388
1.3469,0.43593,1.0444
1.3463,0.45096,1.0337
1.3356,0.4627,1.0097
1.321,0.46442,1.0021
1.3172,0.44779,0.98284
1.3154,0.43139,0.98719
1.3233,0.44785,0.99705
1.3214,0.44919,0.99133
1.3184,0.46539,0.98636
1.3103,0.49092,0.98174
1.2991,0.50928,0.97861
1.2912,0.52047,0.98497
1.2895,0.53946,0.97436
1.2787,0.55522,0.96768
1.2707,0.55749,0.94197
1.2608,0.57056,0.93707
1.2547,0.58355,0.93623
1.2502,0.58465,0.92018
1.2444,0.59321,0.91472
1.2398,0.61122,0.91047
1.2328,0.62059,0.89495
1.225,0.61441,0.89019
1.2254,0.61923,0.86142
1.2149,0.63078,0.84391
1.2063,0.63441,0.82155
1.1985,0.638,0.80639
1.193,0.6414,0.80075
1.1904,0.63343,0.79807
1.1915,0.63695,0.80965
1.1942,0.63286,0.80053
1.1924,0.63203,0.78962
1.1893,0.64901,0.79416
1.1867,0.65248,0.77375
1.1799,0.6602,0.75993
1.1742,0.66374,0.75304
1.1714,0.68022,0.7573
1.1692,0.67285,0.73095
1.1634,0.67511,0.71233
1.1577,0.68356,0.71358
1.1565,0.68101,0.71938
1.1586,0.68277,0.73047
1.1613,0.68561,0.73336
1.1615,0.6974,0.73822
1.1605,0.70553,0.72985
1.1568,0.71494,0.7204
1.1526,0.73645,0.70873
1.1459,0.72997,0.70494
1.1461,0.7207,0.70981
1.1489,0.71459,0.71527
1.1514,0.71045,0.69606
1.1472,0.71916,0.68
1.1417,0.71657,0.66436
1.1382,0.71,0.64539
1.1343,0.70819,0.6517
1.1362,0.7167,0.65299
1.1353,0.71977,0.67226
1.1397,0.71624,0.67864
1.1418,0.72315,0.67074
1.1388,0.73953,0.6539
1.1323,0.73739,0.62067
1.1247,0.74183,0.61759
1.1234,0.75915,0.62444
1.1229,0.763,0.6168
1.1208,0.77369,0.60981
1.1181,0.78045,0.58435
1.1119,0.77545,0.58418
1.1124,0.78136,0.58918
1.1129,0.77013,0.57486
1.1108,0.77132,0.54925
1.1052,0.77752,0.53257
1.1012,0.79375,0.53051
1.0998,0.78781,0.53368
1.1008,0.78151,0.5153
1.0973,0.78257,0.53276
1.1009,0.79048,0.51834
1.0975,0.78031,0.50644
1.0955,0.78745,0.50254
1.0944,0.78078,0.48561
1.0911,0.79632,0.46588
1.0867,0.79037,0.45999
1.0856,0.7855,0.44994
1.0836,0.80237,0.43275
1.0801,0.80225,0.40845
1.0754,0.80841,0.40842
1.0755,0.82298,0.39839
1.0739,0.82034,0.3853
1.0715,0.82002,0.37663
1.0698,0.81385,0.36889
1.0681,0.81429,0.35132
1.0649,0.809,0.32747
1.06,0.83219,0.33162
1.0624,0.82558,0.32116
1.0601,0.84077,0.29407
1.0566,0.83651,0.28163
1.0541,0.84457,0.29306
1.0568,0.83834,0.31171
1.0594,0.84185,0.30647
1.0588,0.84613,0.29925
1.058,0.84619,0.30689
1.0593,0.85035,0.30276
1.059,0.84003,0.29893
1.0574,0.85066,0.30828
1.0599,0.8603,0.28867
1.0576,0.84415,0.28419
1.0553,0.85794,0.26618
1.0538,0.8825,0.2537
1.0548,0.88756,0.26214
1.0567,0.88836,0.2639
1.057,0.90144,0.25823
1.0578,0.90159,0.25981
1.058,0.91128,0.24799
1.0577,0.91955,0.24124
1.058,0.9345,0.25343
1.0614,0.9193,0.2337
1.0571,0.9193,0.24101
1.058,0.90638,0.22796
1.0545,0.91473,0.23627
1.0567,0.92785,0.22838
1.0577,0.92135,0.21548
1.0552,0.93718,0.21224
1.0573,0.9425,0.21255
1.0581,0.95683,0.19503
1.0587,0.96949,0.18886
1.0603,0.97429,0.17546
1.06,0.98892,0.17079
1.0624,0.98089,0.1673
1.0606,0.96766,0.16629
1.058,0.96027,0.16051
1.056,0.95297,0.16438
1.055,0.94696,0.14656
1.052,0.95035,0.11783
1.0498,0.96493,0.11141
1.0524,0.96347,0.10724
1.0517,0.97475,0.11232
1.0547,0.97639,0.092304
1.0534,0.97296,0.082335
1.0517,0.96388,0.087123
1.05,0.95871,0.070186
1.0471,0.95879,0.070278
1.0472,0.97332,0.071554
1.0509,0.98011,0.066911
1.0522,0.97656,0.060397
1.0507,0.96627,0.042293
1.0465,0.9673,0.021529
1.0449,0.95699,0.033364
1.0432,0.97404,0.030042
1.0475,0.95846,0.028132
1.0431,0.96734,0.029349
