2.3037,4.9872,0.95519
2.3931,5.0008,0.9173
2.4997,5.0127,0.87699
2.6105,5.0356,0.84994
2.7053,5.0156,0.82227
2.7439,5.0056,0.79044
2.8056,5.0108,0.76015
2.8844,5.0095,0.72278
2.971,5.0122,0.67457
3.0891,5.0193,0.65643
3.1423,5.0208,0.62839
3.2111,5.022,0.59279
3.2974,5.0032,0.57469
3.3121,5.0043,0.54306
3.3886,4.9897,0.50927
3.446,4.9827,0.48114
3.5017,4.9986,0.46872
3.5555,5.0047,0.45462
3.5985,5.002,0.43852
3.6323,5.0067,0.41464
3.6962,5.0105,0.39849
3.7405,4.998,0.38005
3.7642,5.0025,0.36591
3.8048,5.013,0.34425
3.8732,5.0137,0.33256
3.9022,5.0008,0.3189
3.9132,4.98,0.30406
3.914,4.999,0.2812
3.9995,5.0287,0.26035
4.099,5.0164,0.25053
4.1016,5.016,0.2286
4.1529,5.0285,0.21421
4.2086,5.0292,0.19235
4.262,5.0134,0.18642
4.2487,5.0216,0.16718
4.3086,5.0228,0.15028
4.351,5.0434,0.14744
4.3943,5.0349,0.13931
4.3987,5.0476,0.12515
4.4553,5.0562,0.099095
4.5334,5.0691,0.079274
4.6045,5.0712,0.071134
4.628,5.0614,0.071964
4.608,5.0821,0.061711
4.6709,5.111,0.029844
4.8025,5.1072,0.023764
4.8102,5.1027,-0.011968
4.8883,5.1036,-0.037339
4.9518,5.1092,-0.054892
5.0053,5.0984,-0.069638
5.0201,5.1022,-0.080736
5.0545,5.1118,-0.093929
5.1054,5.1051,-0.095662
5.0963,5.1116,-0.11802
5.1636,5.0984,-0.12503
5.1545,5.1031,-0.14196
5.2049,5.1028,-0.1543
5.2343,5.1085,-0.16147
5.263,5.1152,-0.17052
5.2985,5.1275,-0.18192
5.3513,5.1395,-0.18382
5.3803,5.1367,-0.19412
5.3998,5.1266,-0.2056
5.4072,5.147,-0.22243
5.4902,5.1436,-0.21846
5.4736,5.1459,-0.21141
5.4609,5.1459,-0.21661
5.4737,5.157,-0.22141
5.5086,5.1615,-0.24812
5.5835,5.1585,-0.24488
5.5692,5.1398,-0.24237
5.5241,5.1382,-0.26205
5.569,5.1244,-0.28252
5.5902,5.1193,-0.29258
5.6041,5.1262,-0.28937
5.6106,5.1222,-0.31089
5.6547,5.1228,-0.30453
5.6403,5.1286,-0.30215
5.6467,5.1343,-0.32125
5.7055,5.1313,-0.3273
5.7139,5.1389,-0.3356
5.7502,5.1217,-0.36817
5.7929,5.1278,-0.35834
5.782,5.1209,-0.3531
5.7547,5.1304,-0.36284
5.7986,5.1309,-0.35907
5.7904,5.1342,-0.37437
5.8348,5.1244,-0.38228
5.833,5.1167,-0.37335
5.7948,5.1096,-0.35304
5.7305,5.1053,-0.3587
5.735,5.1116,-0.38387
5.8095,5.116,-0.38934
5.8322,5.1101,-0.37454
5.7837,5.108,-0.39324
5.8245,5.1013,-0.38072
5.7799,5.1096,-0.3799
5.7956,5.1198,-0.37689
5.8101,5.1218,-0.38162
5.8258,5.1234,-0.38903
5.8473,5.1333,-0.39303
5.8785,5.1437,-0.41098
5.9449,5.1504,-0.42927
6.0042,5.14,-0.41867
5.9557,5.1205,-0.40218
5.873,5.1138,-0.40746
5.8714,5.1021,-0.40797
5.8474,5.0952,-0.41934
5.86,5.092,-0.41388
5.8399,5.0864,-0.41155
5.8224,5.1041,-0.42035
5.8817,5.1011,-0.43179
5.9029,5.0989,-0.42131
5.8728,5.0891,-0.42622
5.8636,5.0817,-0.42514
5.8451,5.0857,-0.43361
5.8741,5.0802,-0.43495
5.8654,5.064,-0.43481
5.8302,5.0575,-0.44458
5.8398,5.0605,-0.45443
5.8697,5.0544,-0.46049
5.8711,5.0648,-0.47007
5.9165,5.0573,-0.48608
5.9385,5.0636,-0.48013
5.938,5.065,-0.48649
5.9563,5.0637,-0.47092
5.9162,5.0564,-0.47707
5.9152,5.0752,-0.48609
5.9774,5.0881,-0.479
